round,target,split,rmse,weighted_rmse,effective_target_round
1225,log1p_kinetic,validation_focus,0.1501105808290273,,997
1225,ux,train_focus,0.028822709824041504,0.028824757647865927,1225
1225,ux,validation_focus,0.010075833741526746,,1225
1225,uy,train_focus,0.02641017251266757,0.02641302486245249,1225
1225,uy,validation_focus,0.009635965000099441,,1225
1225,uz,train_focus,0.002834023567105401,0.0028348783330800578,1225
1225,uz,validation_focus,0.00264974558162369,,1225
1260,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1260,log1p_kinetic,validation_focus,0.1501105808290273,,997
1260,ux,train_focus,0.028818053349895713,0.028820094248493706,1260
1260,ux,validation_focus,0.010069801885233879,,1260
1260,uy,train_focus,0.026405684092754924,0.02640852944901309,1260
1260,uy,validation_focus,0.009630636646120221,,1260
1260,uz,train_focus,0.0028242144724530023,0.002825059749356201,1260
1260,uz,validation_focus,0.002643948858969911,,1260
1295,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1295,log1p_kinetic,validation_focus,0.1501105808290273,,997
1295,ux,train_focus,0.02881313170018839,0.028815162711438753,1295
1295,ux,validation_focus,0.010064490172099568,,1295
1295,uy,train_focus,0.02640088764359776,0.02640372392295784,1295
1295,uy,validation_focus,0.009622556003879327,,1295
1295,uz,train_focus,0.0028155983448666442,0.0028164358415807508,1295
1295,uz,validation_focus,0.0026379695340158346,,1295
1330,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1330,log1p_kinetic,validation_focus,0.1501105808290273,,997
1330,ux,train_focus,0.028809478530491744,0.028811502973541656,1330
1330,ux,validation_focus,0.010061943733835819,,1330
1330,uy,train_focus,0.02639645366817995,0.02639928239988315,1330
1330,uy,validation_focus,0.009618635237229601,,1330
1330,uz,train_focus,0.0028064186413747872,0.0028072486322068,1330
1330,uz,validation_focus,0.0026315795290634534,,1330
1365,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1365,log1p_kinetic,validation_focus,0.1501105808290273,,997
1365,ux,train_focus,0.02880447579610946,0.02880649195138278,1365
1365,ux,validation_focus,0.010054523451650416,,1365
1365,uy,train_focus,0.02639234795411982,0.026395170217038435,1365
1365,uy,validation_focus,0.009613865161381721,,1365
1365,uz,train_focus,0.0027976105053079165,0.002798432481313532,1365
1365,uz,validation_focus,0.0026260469641113007,,1365
1400,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1400,log1p_kinetic,validation_focus,0.1501105808290273,,997
1400,ux,train_focus,0.02880060550578357,0.02880261551489267,1400
1400,ux,validation_focus,0.010048683974942645,,1400
1400,uy,train_focus,0.026388249250212412,0.026391063626810568,1400
1400,uy,validation_focus,0.009606258320758536,,1400
1400,uz,train_focus,0.002790193598772441,0.002791009189632621,1400
1400,uz,validation_focus,0.002621296216824254,,1400
1435,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1435,log1p_kinetic,validation_focus,0.1501105808290273,,997
1435,ux,train_focus,0.028796560704410352,0.028798560586741462,1435
1435,ux,validation_focus,0.010046143527726295,,1435
1435,uy,train_focus,0.02638449732451401,0.02638730496107806,1435
1435,uy,validation_focus,0.009603632385960442,,1435
1435,uz,train_focus,0.0027822084218366134,0.0027830160534541367,1435
1435,uz,validation_focus,0.002615387132312635,,1435
1470,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1470,log1p_kinetic,validation_focus,0.1501105808290273,,997
1470,ux,train_focus,0.02879352518750373,0.028795520784285496,1470
1470,ux,validation_focus,0.010043799994517039,,1470
1470,uy,train_focus,0.026380329456823948,0.0263831287825508,1470
1470,uy,validation_focus,0.00959904609655369,,1470
1470,uz,train_focus,0.002775041026133334,0.00277584164274873,1470
1470,uz,validation_focus,0.002611123924285205,,1470
1505,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1505,log1p_kinetic,validation_focus,0.1501105808290273,,997
1505,ux,train_focus,0.028789934715669752,0.028791924453409567,1505
1505,ux,validation_focus,0.010041455670053764,,1505
1505,uy,train_focus,0.026376165112182434,0.02637895698474714,1505
1505,uy,validation_focus,0.009599468400366745,,1505
1505,uz,train_focus,0.0027675304465744075,0.002768324066491478,1505
1505,uz,validation_focus,0.0026057935482658528,,1505
1540,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1540,log1p_kinetic,validation_focus,0.1501105808290273,,997
1540,ux,train_focus,0.02878623540878489,0.02878821826930335,1540
1540,ux,validation_focus,0.010038511629127365,,1540
1540,uy,train_focus,0.026372540537803992,0.026375325796062818,1540
1540,uy,validation_focus,0.009595151635238457,,1540
1540,uz,train_focus,0.0027607390689565014,0.002761526132177987,1540
1540,uz,validation_focus,0.002601675175458772,,1540
1575,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1575,log1p_kinetic,validation_focus,0.1501105808290273,,997
1575,ux,train_focus,0.028783436914227092,0.028785417405047777,1575
1575,ux,validation_focus,0.010037119463652993,,1575
1575,uy,train_focus,0.026369207139371274,0.026371986250520278,1575
1575,uy,validation_focus,0.009590441732922138,,1575
1575,uz,train_focus,0.0027544238127412426,0.002755205365752344,1575
1575,uz,validation_focus,0.0025979999034917082,,1575
1610,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1610,log1p_kinetic,validation_focus,0.1501105808290273,,997
1610,ux,train_focus,0.02877977101231095,0.028781742210315424,1610
1610,ux,validation_focus,0.010033170872292422,,1610
1610,uy,train_focus,0.026365342403070664,0.026368114766667672,1610
1610,uy,validation_focus,0.009584714247712421,,1610
1610,uz,train_focus,0.0027478825404204906,0.002748658107941605,1610
1610,uz,validation_focus,0.002594202793900537,,1610
1645,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1645,log1p_kinetic,validation_focus,0.1501105808290273,,997
1645,ux,train_focus,0.02877661481385764,0.028778578393921866,1645
1645,ux,validation_focus,0.010033265950428165,,1645
1645,uy,train_focus,0.026361862888955888,0.026364628629215778,1645
1645,uy,validation_focus,0.009578603414219629,,1645
1645,uz,train_focus,0.002741060657442105,0.002741829123223682,1645
1645,uz,validation_focus,0.0025896418802994533,,1645
1680,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1680,log1p_kinetic,validation_focus,0.1501105808290273,,997
1680,ux,train_focus,0.028773710855723555,0.028775667569389544,1680
1680,ux,validation_focus,0.010031458899368049,,1680
1680,uy,train_focus,0.026358328797663075,0.026361087006662412,1680
1680,uy,validation_focus,0.009575909388004835,,1680
1680,uz,train_focus,0.0027349679889205982,0.002735730545528548,1680
1680,uz,validation_focus,0.0025864026558648457,,1680
1715,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1715,log1p_kinetic,validation_focus,0.1501105808290273,,997
1715,ux,train_focus,0.02877072558712129,0.02877267638034188,1715
1715,ux,validation_focus,0.010030087541731717,,1715
1715,uy,train_focus,0.026355014241685643,0.026357766572230396,1715
1715,uy,validation_focus,0.009572647997003678,,1715
1715,uz,train_focus,0.00272911155223256,0.002729868281126474,1715
1715,uz,validation_focus,0.0025832161802737804,,1715
1750,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1750,log1p_kinetic,validation_focus,0.1501105808290273,,997
1750,ux,train_focus,0.02876800938276202,0.028769954274774058,1750
1750,ux,validation_focus,0.010027587154038438,,1750
1750,uy,train_focus,0.0263514538334557,0.026354198997684035,1750
1750,uy,validation_focus,0.009571279464450385,,1750
1750,uz,train_focus,0.0027231215376424317,0.0027238719497575782,1750
1750,uz,validation_focus,0.0025788271392515457,,1750
1785,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1785,log1p_kinetic,validation_focus,0.1501105808290273,,997
1785,ux,train_focus,0.028765124748458982,0.028767063735078174,1785
1785,ux,validation_focus,0.010025353052505152,,1785
1785,uy,train_focus,0.026348047704596797,0.026350785140403243,1785
1785,uy,validation_focus,0.009566969156031616,,1785
1785,uz,train_focus,0.00271787651307507,0.002718622236354649,1785
1785,uz,validation_focus,0.0025761770362598257,,1785
1820,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1820,log1p_kinetic,validation_focus,0.1501105808290273,,997
1820,ux,train_focus,0.028762492423742046,0.028764424775907172,1820
1820,ux,validation_focus,0.010025738741538517,,1820
1820,uy,train_focus,0.026344953792878153,0.026347685331287257,1820
1820,uy,validation_focus,0.009564128446927346,,1820
1820,uz,train_focus,0.0027124271925666353,0.0027131681970940353,1820
1820,uz,validation_focus,0.002572156477375364,,1820
1855,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1855,log1p_kinetic,validation_focus,0.1501105808290273,,997
1855,ux,train_focus,0.028759946454761834,0.028761872252257417,1855
1855,ux,validation_focus,0.010025657086584516,,1855
1855,uy,train_focus,0.026341477955913475,0.026344202336578852,1855
1855,uy,validation_focus,0.009565479017136357,,1855
1855,uz,train_focus,0.002707759866230133,0.0027084963879257544,1855
1855,uz,validation_focus,0.002569210315428846,,1855
1890,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1890,log1p_kinetic,validation_focus,0.1501105808290273,,997
1890,ux,train_focus,0.028756972730630284,0.028758892278772805,1890
1890,ux,validation_focus,0.010020340471797548,,1890
1890,uy,train_focus,0.02633851052876909,0.026341229174851703,1890
1890,uy,validation_focus,0.009563691927485914,,1890
1890,uz,train_focus,0.00270264955330631,0.0027033815512982175,1890
1890,uz,validation_focus,0.002566552600921557,,1890
1925,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1925,log1p_kinetic,validation_focus,0.1501105808290273,,997
1925,ux,train_focus,0.02875480947947543,0.028756723142836668,1925
1925,ux,validation_focus,0.010019465245451673,,1925
1925,uy,train_focus,0.026335802655021587,0.02633851464083009,1925
1925,uy,validation_focus,0.009561108057848043,,1925
1925,uz,train_focus,0.0026979682578352083,0.002698695632775272,1925
1925,uz,validation_focus,0.0025637153837719806,,1925
1960,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1960,log1p_kinetic,validation_focus,0.1501105808290273,,997
1960,ux,train_focus,0.028752225376670673,0.028754134705303948,1960
1960,ux,validation_focus,0.010017602638137378,,1960
1960,uy,train_focus,0.026332821201461607,0.02633552766710614,1960
1960,uy,validation_focus,0.009558250826095965,,1960
1960,uz,train_focus,0.0026934336828548055,0.0026941570516627357,1960
1960,uz,validation_focus,0.0025614577871605707,,1960
1995,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
1995,log1p_kinetic,validation_focus,0.1501105808290273,,997
1995,ux,train_focus,0.02874945853865215,0.028751361382785237,1995
1995,ux,validation_focus,0.010014280772077166,,1995
1995,uy,train_focus,0.02633015410023495,0.026332855552296638,1995
1995,uy,validation_focus,0.009555345156851204,,1995
1995,uz,train_focus,0.0026892357772740874,0.0026899550456564295,1995
1995,uz,validation_focus,0.0025591981953075374,,1995
2030,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2030,log1p_kinetic,validation_focus,0.1501105808290273,,997
2030,ux,train_focus,0.028746951502099376,0.028748847483494402,2030
2030,ux,validation_focus,0.010013743373051897,,2030
2030,uy,train_focus,0.026327976767181425,0.026330672523095695,2030
2030,uy,validation_focus,0.009555140797016231,,2030
2030,uz,train_focus,0.002684655636530851,0.002685370427340686,2030
2030,uz,validation_focus,0.002556294714345632,,2030
2065,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2065,log1p_kinetic,validation_focus,0.1501105808290273,,997
2065,ux,train_focus,0.028744336683944202,0.028746228895325313,2065
2065,ux,validation_focus,0.010012476785303709,,2065
2065,uy,train_focus,0.026325174838812575,0.026327863722645627,2065
2065,uy,validation_focus,0.009552948988018407,,2065
2065,uz,train_focus,0.0026803737326961848,0.0026810846417830007,2065
2065,uz,validation_focus,0.0025543633902091697,,2065
2100,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2100,log1p_kinetic,validation_focus,0.1501105808290273,,997
2100,ux,train_focus,0.028742102413951507,0.02874398978330649,2100
2100,ux,validation_focus,0.010011988364703702,,2100
2100,uy,train_focus,0.026322665966589956,0.026325349094662095,2100
2100,uy,validation_focus,0.00954961964175939,,2100
2100,uz,train_focus,0.002676222168031072,0.002676929446685223,2100
2100,uz,validation_focus,0.0025521516736980916,,2100
2135,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2135,log1p_kinetic,validation_focus,0.1501105808290273,,997
2135,ux,train_focus,0.028739906041186963,0.028741789970842282,2135
2135,ux,validation_focus,0.01000982110351325,,2135
2135,uy,train_focus,0.026320220808490415,0.026322897958959382,2135
2135,uy,validation_focus,0.00954813568750675,,2135
2135,uz,train_focus,0.002672306675690278,0.002673011131434693,2135
2135,uz,validation_focus,0.002550168951832484,,2135
2170,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2170,log1p_kinetic,validation_focus,0.1501105808290273,,997
2170,ux,train_focus,0.02873777248171002,0.0287396488963794,2170
2170,ux,validation_focus,0.010009676135994433,,2170
2170,uy,train_focus,0.02631764873047233,0.026320320252302663,2170
2170,uy,validation_focus,0.009545525498199004,,2170
2170,uz,train_focus,0.0026685760705437095,0.0026692774932637786,2170
2170,uz,validation_focus,0.002548295940277993,,2170
2205,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2205,log1p_kinetic,validation_focus,0.1501105808290273,,997
2205,ux,train_focus,0.028735319865781324,0.02873719054877118,2205
2205,ux,validation_focus,0.010009882147537046,,2205
2205,uy,train_focus,0.026315177895996158,0.02631784425859973,2205
2205,uy,validation_focus,0.009544727049231785,,2205
2205,uz,train_focus,0.0026646489484799894,0.00266534697248324,2205
2205,uz,validation_focus,0.002546226428893622,,2205
2240,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2240,log1p_kinetic,validation_focus,0.1501105808290273,,997
2240,ux,train_focus,0.028732710897116872,0.0287345769322339,2240
2240,ux,validation_focus,0.010007739381333192,,2240
2240,uy,train_focus,0.026312747309384807,0.02631540862965795,2240
2240,uy,validation_focus,0.009544363943496562,,2240
2240,uz,train_focus,0.0026606585791464385,0.0026613526961109767,2240
2240,uz,validation_focus,0.00254355632307862,,2240
2275,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2275,log1p_kinetic,validation_focus,0.1501105808290273,,997
2275,ux,train_focus,0.02873044572760046,0.028732304913358275,2275
2275,ux,validation_focus,0.010006685910842167,,2275
2275,uy,train_focus,0.02630983196655004,0.026312488441293885,2275
2275,uy,validation_focus,0.009541573721969725,,2275
2275,uz,train_focus,0.002656937589509092,0.0026576279953312762,2275
2275,uz,validation_focus,0.0025422074069657826,,2275
2310,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2310,log1p_kinetic,validation_focus,0.1501105808290273,,997
2310,ux,train_focus,0.028728350636884586,0.02873020565639643,2310
2310,ux,validation_focus,0.010005898839756354,,2310
2310,uy,train_focus,0.026307668849005036,0.026310319621453283,2310
2310,uy,validation_focus,0.009540865583997322,,2310
2310,uz,train_focus,0.0026534925788589685,0.002654180563300267,2310
2310,uz,validation_focus,0.0025397578305541785,,2310
2345,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2345,log1p_kinetic,validation_focus,0.1501105808290273,,997
2345,ux,train_focus,0.02872649933941801,0.0287283498690635,2345
2345,ux,validation_focus,0.010005387386469106,,2345
2345,uy,train_focus,0.026305173979411345,0.026307819837142525,2345
2345,uy,validation_focus,0.009538992277233477,,2345
2345,uz,train_focus,0.0026503671778022957,0.002651052435490352,2345
2345,uz,validation_focus,0.0025383816930794594,,2345
2380,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2380,log1p_kinetic,validation_focus,0.1501105808290273,,997
2380,ux,train_focus,0.028724516219754775,0.028726362847584626,2380
2380,ux,validation_focus,0.010004116419370102,,2380
2380,uy,train_focus,0.0263027190501772,0.026305359307712373,2380
2380,uy,validation_focus,0.009538152626391627,,2380
2380,uz,train_focus,0.002646984118713303,0.0026476663569165305,2380
2380,uz,validation_focus,0.0025362163473389592,,2380
2415,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2415,log1p_kinetic,validation_focus,0.1501105808290273,,997
2415,ux,train_focus,0.028722380929240975,0.028724219896334537,2415
2415,ux,validation_focus,0.010004367843193663,,2415
2415,uy,train_focus,0.026300033375435385,0.0263026673444951,2415
2415,uy,validation_focus,0.009536220056314796,,2415
2415,uz,train_focus,0.0026439065337094192,0.0026445856510859955,2415
2415,uz,validation_focus,0.0025351894197271387,,2415
2450,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2450,log1p_kinetic,validation_focus,0.1501105808290273,,997
2450,ux,train_focus,0.028720191062212908,0.02872202592436911,2450
2450,ux,validation_focus,0.01000398755302328,,2450
2450,uy,train_focus,0.026297814652329915,0.026300443252434705,2450
2450,uy,validation_focus,0.00953463441115045,,2450
2450,uz,train_focus,0.002640875599115881,0.0026415517103192203,2450
2450,uz,validation_focus,0.0025342922476567042,,2450
2485,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2485,log1p_kinetic,validation_focus,0.1501105808290273,,997
2485,ux,train_focus,0.028717982467022878,0.028719812811396937,2485
2485,ux,validation_focus,0.010003096750663297,,2485
2485,uy,train_focus,0.026295679646739976,0.02629830421982793,2485
2485,uy,validation_focus,0.009533303270263305,,2485
2485,uz,train_focus,0.0026374359894673818,0.0026381083890985677,2485
2485,uz,validation_focus,0.002532649470750461,,2485
2494,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2494,log1p_kinetic,validation_focus,0.1501105808290273,,997
2494,ux,train_focus,0.028717540863126473,0.028719369447351775,2494
2494,ux,validation_focus,0.01000255836138336,,2494
2494,uy,train_focus,0.02629508957147689,0.02629771231286531,2494
2494,uy,validation_focus,0.009532897456054594,,2494
2494,uz,train_focus,0.0026366776573943963,0.0026373492655967323,2494
2494,uz,validation_focus,0.0025322582646834604,,2494
2499,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2499,log1p_kinetic,validation_focus,0.1501105808290273,,997
2499,ux,train_focus,0.028717225470996775,0.028719053508224405,2499
2499,ux,validation_focus,0.010002125399080545,,2499
2499,uy,train_focus,0.026294845902295933,0.02629746799862179,2499
2499,uy,validation_focus,0.009532927614680541,,2499
2499,uz,train_focus,0.002636173147810112,0.0026368443005305247,2499
2499,uz,validation_focus,0.0025319726845670905,,2499
2500,log1p_kinetic,train_focus,0.12504363976720517,0.12509054096387728,997
2500,log1p_kinetic,validation_focus,0.1501105808290273,,997
2500,ux,train_focus,0.028717181434255366,0.028719009301078537,2500
2500,ux,validation_focus,0.010002312551681979,,2500
2500,uy,train_focus,0.026294746291742763,0.02629736812849388,2500
2500,uy,validation_focus,0.009532968070318813,,2500
2500,uz,train_focus,0.002636124827395447,0.002636795978634446,2500
2500,uz,validation_focus,0.0025320437309274886,,2500
